@relation 'hashtags trimmed both-weka.filters.unsupervised.attribute.Remove-R2-7-weka.filters.unsupervised.attribute.Remove-R2-4'

@attribute Tweet_Content string
@attribute Targe_Pro {Israel,Palestine}

@data
'Hamas kills with glee. Interview by @SkyNews with @DouglasKMurray #HamasISIS',Israel
'Calling out @IlhanMN on @RubinReport  #israel #StandWithIsrael #BringThemBackHome #BringThemHome #BringThemHomeNow #ilhanomar #thesquad #daverubin',Israel
'Arye Zalmanovich (86) was a legend in kibbutz Nir Oz, he was very active and worked the fields with the farmers. He was kidnapped to Gaza on October 7. HamasISIS just used him as a propaganda prop in a barbaric new video showing him suffering, then dead. RIP Arye',Israel
'No property will be destroyed. Just the Jewish people and the moral world coming together to #MarchForIsrael#StandWithIsrael @IDF @FoxNews',Israel
'Congratulations AS of @UCSB for passing the Condemning Hamas resolution and following the Brandies path!#JewsFightBack#StandWithIsrael #HamasisISIS',Israel
'The #IDF Catching the  #HamasTerrorists  coming out of a terror tunnel shaft.',Israel
'#HamasISIS humiliated you and left you to your fateThe Coordinator of the Government in the Territories Maj. Gen. Ghassan Alian speaking to the residents of Gaza. Watch#FreeGaza from Hamas #NoMasHamas',Israel
'The Israel mission to the UN screened a 47-minute video exposing Hamas brutal actions. The raw and unsettling footage led to several attendees leaving the room, unable to watch it through.  #Israel #Gaza #Hamas #terrorists #GazaTerrorists #HamasTerrorists #October7massacre',Israel
'Playing games with US support for Israel is a reprehensible political gimmick at its worst.We must have integrity & be serious.Congress cannot be impotent! We must show resolve against #HamasTerrorists!#StandWithIsrael. RESOLUTELY!',Israel
'Most of Indians support #Israel in its quest to eliminate #Hamas. Indians in Canada are participating in pro-Israel demonstrations.  #IsraelAttack #Hamas_is_ISIS #StandWithIsrael',Israel
'I want to guys to know i stand got the voiceless#FreePalestine#StandWithIsrael #StandWithUkraine #blm (black)#blm (blue)#StopAsianHate #NH8',Israel
'#StandWithIsrael. perfect said! we fought them all & WERE the ones still here & thriving. Not rome. Not greece. Not persia. NOT mohammed. NOT the nazis. None of them are here. WE ARE & were not going ANYWHERE. So you can get behind Gds chosen, or you can go the way of history.',Israel
'This is how you properly make your voice heard! #marchforisrael #IsraelFightsBack #StandWithIsrael',Israel
'Using civilians and their facilities as a shelter by #HamasTerrorists is against Geneva convention full stop.The real people of Iran fighting the same terrorism is standing with you.#IraniansStandWithIsrael #KingRezaPahlavi',Israel
'US National Security Council Spokesperson John Kirby setting the record straight: What #Hamas wants make no mistake about it is genocide. #StandWithIsrael',Israel
'The most shameful day in the Jewish history. You want to start the clock on the 7th of October, 2023.What if we go to September 27, 2008, at 11:25 am?#IStandWithIsreal #HamasisISIS #HamasTerrorist #HamasMassacre #HamasTerrorists I put this so it reaches the other team.',Israel
'Does it NOT remind you of RATS coming out of their holes?#HamasRats #October7massacre #HamasTerrorists #PalestinianTerrorists',Israel
'Remember when IDF soldiers took a photo outside the Palestinian Legislative Council 2 days ago? Well now theyre inside!Now theres a Before and After for you!#HamasisISIS#HamasISIS#HamasMonsters#October7massacre',Israel
'Hamas lies. So do their sympathizers all over the world...including right here in the US. One by one, we will bring their evil lies down with THE TRUTH. #PropagandaFail #TheTruth #AlShifa #HamasTerrorists #Gaza #FreePalestine from #Hamas',Israel
'IDF started pumping seawater into Hamas tunnels. They were complaining there wasnt any water. I am quite sure this is exactly what they meant.#HamasTerrorists #Israeli #IsraelPalestineConflict',Israel
'Placing allegiance to another country above the United States should invalidate anyone from elected office in America. #StandWithIsrael #PrayForIsrael',Israel
'POLL: SUSAN SARANDON support PLUMMETS as she refuses to acknowledge terror atrocities by #HamasTerrorists because she supports ISIS. #susansupportsIsis',Israel
'To all progressives leftists BLM and Palestinian fellow travelers. Hamas needs you now. #HamasISIS #PalestinianTerrorism #IsraelUnderAttack #HamasMassacre',Israel
'Remember the #MaviMarmara flotilla from #Turkey to Gaza? In 2010, they attacked IDF soldiers who came in peace to ask them to leave. #IDF retaliated killing terrorists on the Marmara. #HamasTerrorists set up a monument from the Turkish terrorists.  IDF destroyed it today.',Israel
'G_d punishes #Hamas! A sudden storm covered ONLY #Gaza with a heavy lightning storm flooding #HamasTerrorists tunnels #Israel #IDF #StandWithIsrael #October7massacre #gazatunnel   #NoCeasefireUntilHostagesReturned There is No #GazaConcentrationCamp #Palestine #BringThemHome #Jews',Israel
'a 10-point plan without a single call for the unconditional release of the 240 hostages taken by #HamasISIS shame on you.',Israel
'So now @INCIndia MPs are openly saying that they support #HamasTerrorists Carefully look at their choice of words.Never ever doubt the intentions of Congressis!',Israel
'WOW! More than 200 thousand people at a rally for Israel in Washington#StandWithIsrael #BringThemBackHomeNow',Israel
'#HamasTerrorists has placed suicide bombers near the Israeli captives in Gaza. (Channel 13) Hamas is determined they either die or serve as bargaining chips. It will not release them unconditionally.',Israel
'#Hamasterrorists are like that kid at school that hits someone and then runs directly to the teacher and hides behind the teacher playing victim The net is closing in on them and #Israel will finally close the book on them forever #HamasisISIS.      #BringThemHome',Israel
'IDF soldiers kill 21 #Hamasterrorists in Al-Quds Hospital in #Gaza City',Israel
'The petition man strikes again #standwiththetruth #hamasisISIS #standwithisrael #jewishlivesmatter #freetheworldfromhamas',Israel
'Archeology tells a different story about the land of Israel than the lies pushed by the Palestinians & their simple western supporters. As you dig, first the islamic & then the Christian artifacts disappear then all you find is Jewish artifacts. #StandWithIsrael',Israel
'He just wanted to kiss his father, who died by #hamas on October 7th#Israel will take revenge on Hamas and #Gaza. We will win, God is with us.#HamasisISIS #HamasTerrorists #HamasISIS #Israeli #BringThemBackHomeNow #TheWestlsNext',Israel
'We are an ancient indigenous resilient nation Our traditions are 3,000 years old #Hamas, Hezbollah, Houthis, #IRGC, and all other terrorist cowards will soon be in the dustbin of history where they belong#HamasISIS',Israel
'River-to-sea means Jordan river to the Med sea. Do not fool yourselves about what these #antisemites are saying. It is #Palestinians who want no #Jews, they practice #apartheid. #ApartheidIsrael #Israel #IsraelFightsBack #AmYisraelChai #StandWithIsrael The IDF | Hamas in Gaza',Israel
'We will not forget. We will not forgive. We are coming. #HamasISIS #PalestinianTerrorism #IsraelUnderAttack #HamasMassacre',Israel
'Poor innocent journalists caught in the middle of the war... shame those Jews...#stoplying #hamasisISIS #HamasisISIS #stopantisemitism #standwiththetruth #standwithisrael',Israel
'The truth can not be hidden.It always comes out. #standwithisrael #standwiththetruth #jewishlivesmatter #israelunite',Israel
'This was the scene in St. Johns today, a #CeasefireNOW March.Are these protesters standing up against anti-Semitism? Oh, and by the way, is anyone speaking up for the poor souls held hostage by #HamasTerrorists? Not a Newfoundland or Canadian Flag to be seen.',Israel
'Burning the Israeli flag can set you on fire too. Do not do such a thing.#IraniansStandWithIsrael #HamasISIS#StandWithIsrael #Hamasterroists#Israel',Israel
'In these dark times remember #Israel is NOT alone. #StandWithIsrael',Israel
'The IDF is destroying Hamas proportionally. Humanitarian law will not save them this time! #StandWithIsrael',Israel
'Israeli soldiers entering Shifa Hospital where cowardly Hamas terrorists are hiding among patients!#HamasISIS #HamasTerrorist#IraniansStandWithIsrael@BeniSabti',Israel
'For the @BBCWorld @BBC    reporters :Noa was murdered while in captivity by Hamas-Isis monsters.This is the most brutal and barbaric  terror organization on Earth.#HamasISIS',Israel
'New report: IDF soldiers discover terror tunnels and pump water into it. #HamasISIS',Israel
'The Nazi scum who murdered and displayed the body of the late Shani Lok shouting Allah hu akbar has been eliminated today.#HamasTerrorists #ShaniLouk #Israel #Palestine',Israel
'Israel prevents high civilian casualties with the Iron Dome. Hamas prevents high #HamasTerrorists casualties with tunnels and human shields!',Israel
'These are the hostages Hamas terrorists took at gunpoint from their parents.Why is no one talking about this horrific war crime? Where are the protests in the streets? Where is humanity?#Antisemitism #HamasTerrorists',Israel
'Biden has decided to reward the Islamic Republic for killing Israeli civilians and its citizens with more money. Cute#IRGCterrorists#HamasISIS',Israel
'Shabbat Shalom to our beloved IDF soldiers all over the country.And Shabbat Shalom Gaza. The flags looks amazing on you #freegazafromhamas #freeisraelfromhamas #freetheworldfromterror #idfheroes #standwithisrael #letidfwin',Israel
'So theres 150 antisemitic marches planned for tomorrow antisemitic crimes are up 1353\% yesterday they were over monuments. What did the police do ?Chased a white British guy down the street because he told them what he thought. Shame on the woke lefty police #StandWithIsrael',Israel
'Corporal Noa Marciano, a 19 year old IDF soldier who was being held hostage by #HamasISIS after being kidnapped on October 7, has been murdered by them. BDE #HamasMonsters#October7massacre',Israel
'Peaceful Israel rallies vs Violent Pro-Palestine protests show you whos who. #StandWithIsrael #IsraelPalestineWar #IsrealUnderAttack #IsraelFightsBack #IsraelFightsTerror',Israel
'In order to have peace you have to stand with the truth first. With whats right.You have to #standwithisrael',Israel
'Beautiful and inspiring songs by Liraz Charhi this evening in both Hebrew and Farsi languages, demonstrating the strong connection between the two great nations through the powerful language of music and poetry. #IRGCterrorists #StandWithIsrael@LirazCharhi',Israel
'Outstanding stuff  Horrible b!tch. Her and her hateful ilk.#IsraelFightsTerror #HamasISIS #WednesdayMotivation',Israel
'Dear #Fellas & friends,never again is NOW! I will never tolerate anti-Semitism and hate speech against Israel! If you agree, pleas unfollow & block@ IAmYourNextGen If not, I would kindly ask to unfollow me.#StandWithIsrael',Israel
'How can it be that nearly an entire society supports such atrocities?Maybe, just maybe, its the result of decades of antisemitic education, an education directed towards hating Jews, glorifying death over life, and seeing war as a way of life.#StandWithIsrael',Israel
'In an underpass in France, in epic fasion a group of Muslims coward started up with three Israeli girls. They opened up a can of whoop ass and got their ass served to them we arent scared I hope every Jew hater in the world watches this #IsraelFightsBack#StandWithIsrael',Israel
'If tomorrow there was no #Israel , the problem would be solved?No, they are killing each other.Well said man. Liberals supporting #HamasTerrorists must listen to him.#IndiaStandsWithIsrael#IsraelFightsTerror #Gaza_War#LiberalismIsAMentalDisorder',Israel
'#HamasTerrorists misunderstood  its not 72 verg!ns you get its one virg!n who is 72 years old.',Israel
'Morning prayer (Shacharit) at the White House today. #StandWithIsrael : Avi Schwartz',Israel
'Does @dagbladet supports ISIS?Will they ever write on our kidnapped loved ones?#StandWithIsrael #HamasisISIS #BringThemHomeNow',Israel
'When someone supports Hamas they support pure evil  #FreeGazaFromHamas #FreePalestine #FreePalestineFromIsraelNOW #BringThemHome #HamasisISIS #HamasTerrorists #Gaza #Israel',Israel
'#HamasTerrorists are not part of the western society, their supporters should stop trying to humanize them. The use of hospitals, schools, mosques to keep their ammunition, rockets, and their terror bases is not similar to anything normal people should relate to #StandWithIsrael',Israel
'Far-Left voters that Trudeau has coddled and courted for over a decade come by to show him their support.#Cdnpoli @JustinTrudeau #HamasTerrorists',Israel
'Another #HamasTerrorists stronghold has fallen: Golanis 51st Battalion at the #Gaza Military College',Israel
'Extremely important sound bite; not because the #Israeli Opposition leader is claiming that MAJORITY of 12,000 killed are #HamasTerrorists...but cuz it is FINALLY being accepted at 12,000 people have been killed. (A basic fact that #Israel has been trying to dispute & discredit)',Israel
'Documentation: The foreign workers from Thailand documented the moments they hid from Hamas-ISIS terrorists during the October 7th massacre.  Most of the foreign workers were murdered, some were kidnapped, few survived.#October7massacre#HamasTerrorists #HamasMassacre',Israel
'I just saw a video of ordinary Palestinian men, not hamas/isis kicking and urinating on dead Jewish girls bodies. I wish I could un see it.I feel so sorry for the Jewish  people. #StandWithIsraelWipe these scum off the face of the earth.',Israel
'Back to basics: History cant be rewritten. The #Jewish people are indisputably indigenous to the land of #Israel. Let facts speak louder than any doubt.#StandWithIsrael',Israel
'In Washington DC right now, a remarkable rally, Americans March For Israel, is taking place, uniting 200,000 individuals from across the nation in support of Israel. The atmosphere is charged with unity as everyone comes together to sing Hatikvah. #StandWithIsrael',Israel
'How can normal people who love life, and want to continue living, support such a massacre?  The October 7th massacre committed by Hamas in Israel could happen tomorrow at your home.#October7#HamasMassacre#HamasTerrorists',Israel
'Peaceful people right? Look at their eyes look at their excitement during terror. #thewestisnext #standwithisrael',Israel
'Why does Shifa Hospital need a terror tunnel under it?#HamasTerrorists',Israel
'Every Israeli is pitching in ways big and small.  Fighting to ensure the future of our tiny strong democratic country.Together we will prevail#StandWithIsrael #AmYisraelChai #IsraelDemocracyHQ',Israel
'We are witnessing a UN Secretary General that supports #HamasTerrorists and does not call for the immediate release of *ALL* hostages.',Israel
'WATCH: Brave Jewish-American high school students - including Nate Neustadt, a StandWithUs Kenneth Leventhal High School Intern from San Diego - are taking concrete action to #StandWithIsrael and combat #antisemitism at their schools #StandUpToHatred',Israel
'This is not resistance. This is terrorism. This is barbaric. This is cruel.Anyone who tries to contextualize, rationalize, excuse, or deny this atrocity are antisemitic and intellectually dishonest.The world may forget, but we will remember.#HamasisISIS #HamasTerrorists',Israel
'#HamasTerrorists brutally raped Israeli women on #October7massacre!!!#Rapeisnotresistance.@un_women till now hasnt found the words to condemn these acts.Shame on you.',Israel
'A common man of Palestine : Why #HamasTerrorists are hiding among us?ISIS toilet cleaner of @AJEnglish instantly walked off from there because the man started exposing & speaking against terrorist but not Israel..',Israel
'Weve never known a time when #Hamas was not trying to kill us. WATCH: These #Israeli kids have an important message for the world: #StandWithIsrael#HamasIsISISVia: StandWithUs Israel Tevel',Israel
'who raised you? How can you be so happy while babies, children and  elderly were slaughtered? What do you teach the children next to you?  rejoice in blood? murder? Massacre?#October7massacre#HamasMassacres#HamasTerrorrists#HamasISIS',Israel
'There is no middle ground in this conflict. The Jewish state will triumph over Hamas because God is on their side. No nation in history that has persecuted the Jewish people has survived.  #IsraelLives #StandWithIsrael#marchforisrael',Israel
'Liel Hetzroni was only 12 years old. She was murdered by Hamas terrorists in Kibbutz Beeri.The remains of her body were found after over a month with the assistance of Israel Antiquities Authority. May God avenge her blood. #HamasISIS',Israel
'#UEFA refused to hold a minute of silence before the match between #Israel and #Poland (Under-21 team).In response, both teams decided not to play the first minute of the match, observing a minute of silence to honor the victims of #hamasterrorists  #Respect',Israel
'An Israeli Arab tells exactly how the minorities in Israel are treated. #standwiththetruth #standwithisrael #stoplying #stopantisemitism',Israel
'Who do you think the Hamas terrorists care about more? The bodies of the abductees they sit on or the children who serve as their human shield?#HamasTerrorists#Hamas_is_ISIS#HamasMassacre#October7massacre',Israel
'24,000 Muslims killed in mynmar, nothing. 500,000 Muslims killed in Syria, nothing.230,000 Muslims killed in Yemen, nothing.Israel defends itself against Muslims and theres protests all over the world.Antisemitism is everything. #StandWithIsrael',Israel
'This is the face of the Woke. Thats exactly how ridiculous you sound.#educateyourself #jewishlivesmatter #HamasISIS #standwiththetruth #standwithisrael',Israel
'I am a humanI am a MuslimI call to #EndHamas#HamasISIS #HamasTerrorist',Israel
'MUST WATCH: The children of Israel have seen things they cannot unsee. Video: N12 #StandWithIsrael',Israel
'I know #Hamas terrorists in #Gaza dont want this. When do you think we will see this? #Israel #HamasISIS',Israel
'How deep does your hatred of Jews have to be to say that woman who were filmed being raped werent raped?#HamasTerrorists @SarahJama_ #MeToo_UNless_UR_a_Jew @UAlberta',Israel
'Most of the burnt bodies I saw belonged to young kids ages 6, 7, and 10 years oldAn Arab-Israeli forensic expert opens up about the atrocities he had to witness when identifying the bodies of the victims of the Hamas October 7 massacre.#HamasISIS@Kann',Israel
'The massacre committed by Hamas at the Nova music festival: if you support this you are a terrorist.#October7massacre#HamasISIS#HamasMassacres#Hamas_is_ISIS',Israel
'Today in Warsaw - the largest  support march for Israel. Together we fight anti-Semitism together we stand strong. Thank you Poland! #NeverAgainIsNow #StandWithIsrael #BringThemBackNow',Israel
'Shifa is a Hospital just as Auschwitz is a Labor camp.-Hanoch Daum#StandwithIsrael',Israel
'How did the @nytimes lost all of its credibility. What used to be the most reliable news source in the US exposed for what its really is: antisemitic. #NoJewsNoNews #StandWithIsrael',Israel
'The full guide on how to make the transition from a rapist and a murderer to a freedom fighter, in just 3 simple steps.Brought to you by:@UN @UN_Women #StandWithIsrael #HamasislSIS',Israel
'Pierre Poilievre just said the quiet part out loud: send terrorists and their sympathizers back where they came from.This is how a real leader of a Western nation should speak. Do you agree? #IRGCterrorists #HamasISIS',Israel
'Content Warning: Hamas monsters - heartless child killers.  October 7 massacre - dont be silent.#October7massacre#HamasMassacres#HamasTerrorists#TheWestIsNext#HamasisISIS',Israel
'I just want to kiss dad.Israeli child lies on the grave of his father who was massacred by Hamas terrorists on October 7th. #HamasTerrorists',Israel
'So Congress is now openly supporting #HamasTerrorists. Theyre not even hiding behind #Palestine, theyre openly saying that we are with Hamas terrorists who kiIIed hundreds of innocents on 7th oct.Shame on those who vote for such terror apologists..!',Israel
'Thousands of Canadians protested today in Edmonton, Canada against #PalestineGenocide war crimes in Gaza and WestBank, asking Canadian government of an Immediate Action to call of #CeaseFireNow and to support Palestinians right of their land return.#StopArmingIaraeliOccupation',Palestine
'We destroyed the Zionists dream of the Benjorion Canal What threatens Egyptian national security threatens us as well.Look for another way, O Zionists, there is no place for you in the Red Sea .#IsraeliNewNazism#IsraelTerrorists #Palestine #FreePalenstine #Yemen #Israel',Palestine
'I have walked that long road to freedom. I have tried not to falter; I have made missteps along the way. But I have discovered the secret that after climbing a great hill, one only finds that there are many more hills to climb. Nelson Mandela#FreePalestine',Palestine
'Dont believe Western MediaLook for the truth. Listen to the truthOccupation is uglyFree Palestine',Palestine
'Well never be silence! From the river to the sea Palestine will be free!#FreePalestine #FreeGaza  #CeasefireNOW  #IsraelTerrorists #Gaza_Genocide',Palestine
'Put on your seat belt. Lets look into Khamas mission details which are on the calendar.#IsraelTerrorism #AlShifaHospital #Palestine_Genocide #gaza',Palestine
'Freudian Slip! Coincidence? Of course notEven their tongue want to testify the truthGod make them spill the truth unconciously from their inner soul#IsraelTerrorists #AndrewTate #FreePalestine',Palestine
'Rajieen- Returning, is such a powerful message to the world and a prayer to god literally brought me to tearsPLEASE DO GIVE IT A LISTEN#FreePalestineFromIsraelNOW #GazaUnderAttack #Palestine_Genocide',Palestine
'This is not a scene from a movie. This is real...A father is seen carrying the body of his son who was killed by an air strike in Gaza. #CeasefireNOW #IsraeliTerrorists #Palestine_Genocide',Palestine
'We all know how this goes. We have be labelled as terrorist supporters, anti-Semitic & hate marchers. We will have abused and targeted. But we are witnessing a Genocide and ethnic cleansing before our own eyes. So its a small price to pay. #EndTheOccupation #FreePalestine',Palestine
'Brave children of #Palestine.    Witnessing the Genocide taking place. #Palestine_Genocide',Palestine
'In Gaza 43000 housing units completely destroyed 225000 housing units partially destroyed#FreePalestineFromIsraelNOW #IsraelTerrorists',Palestine
'The most beautiful person who supports and assists Palestine #ShutItDown4Palestine #CeasefireNowInGaza #Palestine_Genocide #IsraeliTerrorists',Palestine
'The Blood of a Palestinian is the strongest in the World thats why Jesus Christ was born there#palestine #Palestine_Genocide #Gaza_Genicide #ZionismIsNotJudaism #ZionistsAreEvil',Palestine
'Daily click reminder! Thousands of people have lost their homes in Gaza. Entire bloodlines have been lost, parents have lost children, children have lost parents. Patients in hospitals, journalists, doctors, innocent people have been lost.#FreePalestine',Palestine
'Despite their great weaponsthey still hide behind their tanks #Alshifahospitalbombing #AlShifaHospital#Palestine_Genocide #Palestine #Gaza',Palestine
'Police arrested the Palestine supporter who breached the security to enter the ground.#ICCWorldCupFinal #INDvsAUSfinal #PalestineGenocide',Palestine
'She was the soul of my soulIm just speachless...#IsraeliTerrorists #IsraelTerrorism #FreePalestine#IsraelIsATerrorist #Gaza#GazaGenocide#Palestine_Genocide #Israel = ISISTERRORIST #Biden',Palestine
'Suspect Hamas terrorist in a Zionist eyes. #Palestine  #PalestineGenocide #PalestineHolocaust  #Gaza  #Gaza_Genocide  #GazaGenocide #FreeGaza #FreePalestineNow #FeeePalestine #FromTheRiverToTheSea',Palestine
'This is what the IOF prisons do to young healthy Palestinian children with their endless torture for years! #FreePalestine #NoOilForlsrael #StopGenocideInGazaNow',Palestine
'Israel just BOMBED more CIVILIANS in Gaza leaving NO SURVIVORS!#IsraelAttack #IsraelTerorrist #PalestineGenocide #IsraeliNewNazism #INDvsAUSfinal #INDvAUS #Worlds2023 #BBMAs #BlackFriday #RohitSharma #anushkasharma #LeoOnNetflix #TheErasTourRio',Palestine
'Came across this while reading the translation of the Quran.  The honour of being a people the Quran speaks about is beyond anything any one of us could even dream of. #FreePalestine',Palestine
'Can I see some evidence for your....American journalist, Anna Kesprian, criticizes the Western media machine that is drawn behind the Israeli occupation and its lies, and denies everything that comes from Gaza.#GazaGenocide #GazaUnderAttack#FreePalestine',Palestine
'from Turtle Island to Palestine genocide is still a crime',Palestine
'free palestine free congo ceasefire now stop aiding and abetting genocide',Palestine
'Do you know about Haavara aggrement between nazis and zionists? #gaza #Palestine_Genocide',Palestine
'How many more children have to die before the world says enough?#PalestineGenocide',Palestine
'I miss #Hitler and his philosophy about Jews #IsraelTerrorism #AlShifaHospital #Palestine_Genocide #Holocaust_in_Gaza',Palestine
'If youre buying any of these then youre indirectly killing one innocent life',Palestine
'Israel: hamas is using Palestinians as human shield.Meanwhile Israel:#IsraeliTerrorists #IsraelTerrorism #FreePalestine#IsraelIsATerrorist #Gaza#GazaGenocide#Palestine_Genocide #Israel = ISISTERRORIST #Biden',Palestine
'H E R O E S They will never be forgotten #Palestine_Genocide #Gaza_Genocide #IsraelisGenocidalState #press #HumanRightsViolations #CeasefireNOW #CeasefireNowInGaza',Palestine
'Minister Joly, How many children have to die before you call for a ceasefire? #ZionistTerror #GazaAttack #Gazagenocide #PalestineGenocide #PalestineLivesMatter #GazzeUnderAttack #GazaCity #FreeGaza #FreePalestine_Now #ICC4Israel #RegimeChange4Israel #BDS',Palestine
'Do NOT treat this as a trend. Do NOT stop talking about Palestine!!! Do NOT become desensitized. FROM THE RIVER TO THE SEA, PALESTINE WILL BE FREE',Palestine
'literally idk how people can actually buy tlou2 remastered and think yeah this is nice btw free palestine like you are FUNDING a genocide buying that game.',Palestine
'The real reason for the 4 day ceasefire. Yall better not stop boycotting. And plus them deals aint no fucking deals, America broke asf talking about 10\% or 5\% for a deal. Ill be damned. FREE PALESTINE #FreePalestine #BoycottBlackFriday#PalestineWillBeFreeFromtheRiverTotheSea',Palestine
'The world is still mourning Holocaust, the 12 years of the European Jews suffering. While weve never seen the same sympathy for the centuries of black people suffering.Maybe this gives us a hint why the world keeps ignoring the Palestinian #Nakba.#Palestine_Genocide',Palestine
'This Israeli hostage is called Faol Azay Mark, she asked Netanyahu few days ago to stop bombing Gaza because shes afraid to be killed by the Israeli rockets, today Hamas announced that shes killed by an Israeli air strike on Gaza#IsraelTerrorists #Netanyahou_A_criminal_of_war',Palestine
'We fought for our home land for years and went to war, so many of my ancestors died fighting for us to keep our land. Now it is time we help you fight for yours which is why us Irish feel so strongly about this, weve seen it first hand. Free Palestine!!',Palestine
'This is the condition of the children of Gaza #FreePalestine',Palestine
'ISRAELI SETTLERS STEAL PALESTINIAN LAND AND LIST THEM ON AIRBNB #FreePalestine',Palestine
'I destroyed your Allies planet now Ill destroy your planet! Symmetry my friend!',Palestine
'42 of my relatives in gaza gone. i will never stop posting. free palestine',Palestine
'A short message for Arabs who are silent on the genocide taking place in Palestine.#STOP_BOMBING_HOSPITALS#GazaGenocide#AlShifaHospital#CeasefireForGazaNOW#IsraelIsATerrorist#PalestinianHolocaust #FreePalestine #SaudiArabia',Palestine
'How Israel was formed using violence and terror.Credit: @RoyCasagranda #Israel #Palestine #UN #IsraelIsATerrorist #IsraelTerrorism #Palestine_Genocide #Gaza #Gaza_War',Palestine
'#MelissaBarrera #Dropped from Scream VllAmerican actress and singer. Celebrities who post in support of #Palestine_Genocide are literally having active harm done to their careers.',Palestine
'The genocide that has been going on for decades was never a secret. It was never about Hamas. This has always been a matter of exterminating a people.#FreePalestine #GazaGenocide #Palestine_Genocide #IsraelTerroristsOrganisation',Palestine
'They asked for everyone to remove free Palestine from bios and display names because they didnt want to be seen as just a trend that will end in a few days but some of you took it as an invitation to stop spreading the word and boycotting and treat this exactly like a TREND.',Palestine
'The blood in Gaza never dries.  Gaza before October 7th.#IsraeliTerrorists #IsraelTerrorism #FreePalestine#IsraelIsATerrorist #Gaza#GazaGenocide#Palestine_Genocide #Israel = ISISTERRORIST #Biden',Palestine
'Win and loss dont matter in game , struggle is always remembered . What a fight by AUS !Many many congratulations to Australia #Australia #WorldcupFinal #Worlds2023 #PalestineGenocide #FreePalestine',Palestine
'Anne Franks diary entry.May 8, 1944Dearest Kitty,......compare that with Margot, who wants to nurse newborn babies in Palestine.Theyll tell you that Palestine never existed, history tells you otherwise.#Palestine #Palestine_Genocide',Palestine
'From the protest in Copenhagen today. Here people are shouting about our prime minister Mette Frederiksen supporting Netanyahus genocide. Not in our name! The danish people wish for a free Palestine',Palestine
'Theres so many things I want to talk about thats kinda rattled my anxiety and all of it is news!-AI art sucks.-The SAG-AFTRA deal sucks, doesnt offer much AI protection-The unending Palestine genocide-lack of caring from people that can actually STOP genocide',Palestine
'Sleep tight for the children of #Gaza cannot.#Palestine_Genocide #FreePalestine #SaveGazaNow #Anonymous #OpIsrael',Palestine
'Peaceful protest @ Vancouver BC, November 18 2023 to free Gaza & Palestine from war.#NotATarget #IsraelIsATerrorist #Gaza_Genocide #IsraeliTerrorists #GazaUnderAttack #ceasefire #CeasefireForNOW #IsraelTerrorism #Palestine_Genocide #FreePalestine #FreePalestineNow #CeasefireNOW',Palestine
'This is a father seeing his daughter off to her last journey, kissing and caressing her and saying this is the soul of the soul.#Palestine_Genocide #IsraeliTerrorists',Palestine
'Emboldened by the #Israeli govts relentless slaughter, settlers are enjoying themselves taking more land, killing and assaulting more people and there is no mention of Hamas or hostages. #EndTheOccupation #FreePalestine',Palestine
'Ive had this on repeat. Some Palestinian joy to cleanse your feed. May we see the day that Palestinian children grow to old age and rejoice like this in a free Palestine.',Palestine
'What psychopathic, killers, inhuman people...You really SU*K, Youre the worst thing that has happened to this world, YOURE TERRORISTSWhats the sin of these children !? Playing on a scooter ?#IsraelTerrorists #Gaza #IsraelNewNazism #BinLaden',Palestine
'This will be the only rockets palestine Nazis produce/russia likewise.#FreePalestine',Palestine
'Voices no longer silenced.Standing in solidarity for #Palestine.#GazaGenocide #PalestineGenocide #RohingyaGenocide',Palestine
'Still braves are fighting for #Gaza innocents #children and #women and normal people.#Palestine_Genocide',Palestine
'The bravery and courage of the #Palestinian people is incomparable. May Allah grant them victory and ease. #Palestine_Genocide #GazaUnderAttack #Gaza_Genocide',Palestine
'As #IsraelTerrorists continue their genocidal assault on the people of Gaza, & the media platforms their ongoing lies...the facts expose them in their war crimes... #CeasefireNow#GazaCeasefireNOW...',Palestine
'Isnt it the lowest stage of humanity ever to do such thing and making jokes on real time happening genocide that is happening in the same world youre living?This is absolute worst.#FreePalestine',Palestine
'We must stop the killing and land grabbing now! This has been going on for 75 years and it has never stopped. #Zionism #nazis #IsraelHamasWar #idf #Palestine #genocide #hamas #IsraelTerorrism #IsraelPalestine #Zionism_is_terrorism',Palestine
'AThe Israelis are carrying out child genocide.  They are annihilating an entire Palestinian generation.And the media hides these images, they tried to push people to support the Zionist state and it didnt work.#Palestine_Genocide',Palestine
'Former Israeli PM Ehud Barak: Israel built the bunkers under al-Shifa hospital.',Palestine
'Some pictures dont speakthey speaks very loudly #Worlds2023 #WorldcupFinal #Worldcupfinal2023 #Palestine_Genocide #FreePalestine',Palestine
'The amount of millions the IDF have lost on military resources is astounding',Palestine
'This is beyond everything.Never seen a mass grave like this.May Allah destroy the Zionist.#FreePalestine #ceasefire',Palestine
'White people write movies and make movies about resistance to colonisation but in real life they are always supporting occupation and colonisation that they are so much against in their books.',Palestine
'And there it is - tunnels under #AlShifa_HospitalWHO WOULD HAVE THOUGHT I look forward to hearing the apology of many over the next few hours (but I wont hold my breath)#FreePalestine (from Hamas)',Palestine
